imo,mmsi,vessel_name,vessel_type,dwt_tons,draft_m,flag,vessel_category,gt,loa_m,beam_m,nav_status,built_year,age_years,compliance_risk_level
9208473,677024300.0,ANGEL K,Oil/Chemical Tanker (Танкер для нефтепродуктов и химикатов),,7.5,Танзания (TANZANIA),vessel,,183.06,27.42,Moored (Пришвартовано),,,
9208409,538009386.0,MARIA M,Oil/Chemical Tanker (Танкер для нефтепродуктов и химикатов),,7.5,Маршалловы Острова (MARSHALL ISLANDS),vessel,,182.55,27.37,At Anchor (На якоре),,,
9208825,563158400.0,ST. CATHARINENS,Oil/Chemical Tanker (Танкер для нефтепродуктов и химикатов),,7.5,Сингапур (SINGAPORE),vessel,,182.55,27.37,"Underway using Engine (На ходу, использует двигатель)",,,
9210098,538011250.0,FALCON SILK,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,183.0,32.2,At Anchor (На якоре),,,
9210086,538011251.0,FALCON POINT,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.0,At Anchor (На якоре),,,
9210074,538011252.0,FALCON TRADER II,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210062,538011253.0,FALCON TRADER III,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210050,538011254.0,FALCON TRADER IV,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210048,538011255.0,FALCON TRADER V,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210036,538011256.0,FALCON TRADER VI,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9209908,538011257.0,FALCON TRADER VII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9209702,538011258.0,FALCON TRADER VIII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9209453,538011259.0,FALCON TRADER IX,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210347,538011260.0,FALCON TRADER X,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210323,538011261.0,FALCON TRADER XI,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210309,538011262.0,FALCON TRADER XII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210270,538011264.0,FALCON TRADER XIV,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210361,538011265.0,FALCON TRADER XV,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210373,538011266.0,FALCON TRADER XVI,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210385,538011267.0,FALCON TRADER XVII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210397,538011268.0,FALCON TRADER XVIII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210402,538011269.0,FALCON TRADER XIX,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210414,538011270.0,FALCON TRADER XX,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210957,538011271.0,FALCON TRADER XXI,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210945,538011272.0,FALCON TRADER XXII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210737,538011273.0,FALCON TRADER XXIII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210684,538011274.0,FALCON TRADER XXIV,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210658,538011275.0,FALCON TRADER XXV,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9210646,538011276.0,FALCON TRADER XXVI,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211353,538011277.0,FALCON TRADER XXVII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211377,538011278.0,FALCON TRADER XXVIII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211365,538011279.0,FALCON TRADER XXIX,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211341,538011280.0,FALCON TRADER XXX,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211339,538011281.0,FALCON TRADER XXXI,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211315,538011282.0,FALCON TRADER XXXII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211303,538011283.0,FALCON TRADER XXXIII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211298,538011284.0,FALCON TRADER XXXIV,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211286,538011285.0,FALCON TRADER XXXV,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211169,538011286.0,FALCON TRADER XXXVI,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211157,538011287.0,FALCON TRADER XXXVII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211561,538011288.0,FALCON TRADER XXXVIII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211494,538011289.0,FALCON TRADER XXXIX,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211482,538011290.0,FALCON TRADER XL,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211793,538011291.0,FALCON TRADER XLI,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211781,538011292.0,FALCON TRADER XLII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211779,538011293.0,FALCON TRADER XLIII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211767,538011294.0,FALCON TRADER XLIV,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9211755,538011295.0,FALCON TRADER XLV,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9212046,538011296.0,FALCON TRADER XLVI,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9212034,538011297.0,FALCON TRADER XLVII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9212022,538011298.0,FALCON TRADER XLVIII,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9212010,538011299.0,FALCON TRADER XLIX,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9212010,538011299.0,FALCON TRADER XLIX,Product Tanker (Танкер-продуктовоз),,11.4,Маршалловы Острова (MARSHALL IS),vessel,,175.5,31.1,At Anchor (На якоре),,,
9212400,620999076.0,ELPIS,Oil/Chemical Tanker (Нефтеналивной/Химический танкер),,8.0,Коморы (COMOROS),vessel,,183.0,27.43,Stopped (Остановлено),,,
9212395,525119039.0,SHIP TRINITY,Oil Products Tanker (Танкер для нефтепродуктов),,7.2,Индонезия (INDONESIA),vessel,,,,"Не указан в явном виде на фрагменте, но судно находится в активной эксплуатации",,,
9212383,657208600.0,SEA PEARL,Oil/Chemical Tanker (Нефтеналивной/Химический танкер),,4.5,Нигерия (NIGERIA),vessel,,183.0,27.4,Stopped (Остановлено),,,
9212371,352003906.0,CH ALQUIMIA,"Inland, Unknown (согласно классификации на скриншоте), фактически — Tanker",,8.4,Панама (PANAMA),vessel,,183.0,32.0,At Anchor (На якоре),,,
9212761,,DAEWOO 5158,Crude Oil Tanker (Танкер для перевозки сырой нефти),,,,vessel,,,,Stopped (Остановлено),,,
9214032,538005277.0,BOW CONDOR,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,9.3,Маршалловы Острова (MARSHALL ISLANDS),vessel,,133.0,22.7,Underway using Engine (На ходу),,,
9372743,,,,,9.4,,vessel,,,55.03,Судно находится в состоянии Underway using Engine (На ходу),,,
9431202,431000106.0,,Oil Products Tanker (Танкер для нефтепродуктов),,6.6,Япония [JP],vessel,,104.97,16.0,,,,
9431276,565922000.0,,Oil/Chemical Tanker (Танкер для нефти и химикатов),,10.0,Сингапур [SG],vessel,,183.2,27.4,,,,
9431305,563034000.0,,Oil/Chemical Tanker (Танкер для нефти и химикатов),,8.0,Сингапур [SG],vessel,,183.18,27.4,,,,
9431317,,,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химии).,49999.0,7.7,Сингапур [SG].,vessel,,183.18,32.23,,2011.0,,
9710323,538006328.0,,LPG/Chemical Tanker (Танкер для перевозки сжиженного газа и химикатов),,5.9,Маршалловы Острова,vessel,,,15.36,,,,
9748899,310723000.0,,LNG Tanker (Газовоз СПГ),,9.4,Бермудские острова [BERMUDA],vessel,,289.93,45.65,,,,
9735787,538006538.0,,LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),,10.0,Маршалловы Острова [MARSHALL ISLANDS],vessel,,225.31,36.6,,,,
9710335,538006310.0,,LPG/Chemical Tanker (Танкер для перевозки сжиженного газа и химикатов),,4.5,Маршалловы Острова,vessel,,,15.96,,,,
9710347,538006311.0,,LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),,4.6,Маршалловы Острова [MH],vessel,,93.0,16.0,,,,
9931329,352001475.0,,Crude Oil Tanker (Танкер для перевозки сырой нефти),,10.7,Панама [PA],vessel,,,,,,,
9904194,228420100.0,,LNG Tanker (Танкер-газовоз),,9.0,Франция [FR],vessel,,297.0,46.43,,,,
9904209,311001093.0,,LNG Tanker (Танкер-газовоз),,11.3,Норвегия [NO],vessel,,296.87,46.43,,,,
9368302,352002544.0,,Floating Storage/Production (Плавучее хранилище/производство),,9.3,Панама [PA],vessel,,293.0,43.42,,,,
9946702,538011032.0,,Crude Oil Tanker (Танкер для перевозки сырой нефти),,14.1,Маршалловы Острова [MH],vessel,,249.95,44.04,,,,средний (из-за нахождения в акватории Красного моря). Технический статус: Excellent (AAA).
9965423,636022749.0,,LNG Tanker (Танкер-газовоз),,9.3,Либерия [LR],vessel,,,,,,,
9965435,636023768.0,,LNG Tanker (Танкер-газовоз),,9.4,Либерия [LR],vessel,,298.5,46.44,,,,
9965473,258055000.0,,Chemical/Oil Products Tanker (Танкер-химовоз/продуктовоз),,12.1,Норвегия [NO],vessel,,182.95,32.22,,,,
9750232,477142700.0,,LNG Tanker (Танкер-газовоз),,9.5,Гонконг [HK],vessel,,290.0,46.95,,,,
9750244,477157200.0,,LNG Tanker (Танкер-газовоз),,9.7,Гонконг [HK],vessel,,290.0,46.95,,,,
9750256,477180400.0,,LNG Tanker (Танкер-газовоз),,11.4,Гонконг [HK],vessel,,290.0,46.95,,,,
9202716,561000302.0,,Crude Oil Tanker (Танкер для сырой нефти),,11.0,Самоа (Samoa),vessel,,,,At Anchor (На якоре),,,
9203332,,,Oil/Chemical Tanker (Танкер для нефти и химпродуктов),,6.0,Сент-Китс и Невис (St Kitts Nevis),vessel,,131.0,19.63,Underway (в архиве),,,
9205457,205240590.0,,"Inland, Motor Tanker, liquid cargo, type G (Танкер для перевозки сжиженных газов/химикатов внутреннего плавания)",,3.1,Бельгия (Belgium),vessel,,110.0,11.45,Moored (Пришвартовано),,,
9205471,205351290.0,,"Inland, Motor Tanker (Танкер внутреннего плавания)",,3.2,Бельгия (Belgium),vessel,,129.85,11.45,Moored (Пришвартовано),,,
9207194,636015617.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,5.1,Либерия (Liberia),vessel,,114.0,18.5,At Anchor (На якоре),,,
9207273,511101228.0,,Oil Products Tanker (Танкер для нефтепродуктов),,9.1,Палау (Palau),vessel,,123.7,21.5,Underway using Engine (В пути под мотором),,,
9207845,,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,4.0,Панама (Panama),vessel,,118.0,18.2,At Anchor (На якоре),,,
9207716,518999353.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,7.2,Острова Кука (Cook Islands),vessel,,182.91,32.26,At Anchor (На якоре),,,
9208112,636015502.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,11.5,Либерия (Liberia),vessel,,182.55,27.37,Underway using Engine (В пути под мотором),,,
9208100,,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,7.8,Либерия (Liberia),vessel,,182.55,27.34,Underway using Engine (последний зафиксированный статус),,,
9208095,,,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.5,Данные не указаны (null),vessel,,239.0,42.0,Underway using Engine (последний зафиксированный статус),,,
9208057,,,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.8,Данные не указаны (null),vessel,,274.22,47.8,Stopped (Остановлен),,,
9208033,,,Crude Oil Tanker (Танкер для перевозки сырой нефти),,9.2,Данные не указаны (null),vessel,,277.3,48.04,Underway (последний зафиксированный статус),,,
9208136,574005070.0,,Crude Oil Tanker (Танкер для перевозки сырой нефти),,9.0,Вьетнам (Vietnam),vessel,,243.9,42.03,Class B (последняя зафиксированная категория сигнала),,,
9208124,636015501.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,11.5,Либерия (Liberia),vessel,,182.55,27.37,Underway using Engine (В пути под мотором),,,
9208227,352004527.0,,LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),,11.6,Панама (Panama),vessel,,229.91,36.03,Underway using Engine (В пути под мотором),,,
9208485,419001156.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,11.0,Индия (India),vessel,,180.34,32.23,Underway using Engine (В пути под мотором),,,
112000,677024300.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,7.5,Танзания (Tanzania),vessel,,183.06,27.42,Moored (Пришвартовано),,,
9208605,373311000.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,7.5,Панама (Panama),vessel,,113.98,18.0,"Underway by Sail (В пути под парусом — вероятно, ошибка настройки AIS, судно идет под мотором)",,,
9208708,525007030.0,,Oil Products Tanker (Танкер-продуктовоз),,4.0,Индонезия (Indonesia),vessel,,89.98,15.0,At Anchor (На якоре),,,
9209001,525007747.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,7.8,Индонезия (Indonesia),vessel,,112.5,18.82,"Underway by Sail (В пути под парусом — вероятно, техническая ошибка настройки AIS, судно идет под мотором)",,,
9209013,525007746.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,5.8,Индонезия (Indonesia),vessel,,112.5,18.8,At Anchor (На якоре),,,
9209130,257663000.0,,Crude Oil Tanker (Танкер для сырой нефти),,8.6,Норвегия (Norway),vessel,,237.63,42.0,,,,
9209283,235085368.0,,Oil/Chemical Tanker (Нефтехимический танкер),,4.5,Великобритания (United Kingdom),vessel,,179.8,32.2,Moored (Пришвартовано),,,
9209295,,,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.0,Коморские острова (Comoros / флаг на фото соответствует коду D6A),vessel,,240.99,42.0,Stopped (Остановлено),,,
9209300,563143800.0,,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.5,Сингапур (Singapore),vessel,,240.5,42.04,At Anchor (На якоре),,,
9209829,,,Inland Tanker (Танкер внутреннего плавания),,,,vessel,,109.96,11.45,Vessel is Out-of-Range (Судно вне зоны доступа),,,
9209946,440185400.0,,Oil Products Tanker (Танкер-продуктовоз),,6.5,Республика Корея (Republic of Korea),vessel,,89.96,13.4,"Underway using Engine (На ходу, под мотором)",,,
9209958,440117000.0,,Oil Products Tanker (Танкер-продуктовоз),,5.7,Республика Корея (Republic of Korea),vessel,,81.4,13.5,"Underway using Engine (На ходу, под мотором)",,,
9209972,613579000.0,,Oil Products Tanker (Танкер-продуктовоз),,10.5,Камерун (Cameroon),vessel,,182.5,32.23,Stopped (Остановлено),,,
9209984,667001215.0,,Oil Products Tanker (Танкер-продуктовоз),,5.3,Сьерра-Леоне (Sierra Leone),vessel,,104.03,16.0,At Anchor (На якоре),,,
9210232,440118000.0,,Chemical/Oil Products Tanker (Танкер-химовоз/продуктовоз),,8.4,Республика Корея (Republic of Korea),vessel,,112.55,19.2,At Anchor (На якоре),,,
9210828,636022142.0,,LNG Tanker (Танкер для перевозки сжиженного природного газа),,11.0,Либерия (Liberia),vessel,,290.0,46.28,"Underway using Engine (На ходу, под мотором)",,,
9210892,657128900.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химпродуктов),,5.2,Нигерия (Nigeria),vessel,,,,Moored (Пришвартован),,,
9210907,,,Oil/Chemical Tanker (Танкер для перевозки нефти и химпродуктов),,7.3,"null (Танзанийский триколор на иконке, но официальный статус ""null"")",vessel,,,,Stopped (Остановлено),,,
9210919,247062400.0,,Chemical Tanker (Химовоз),,7.3,Италия (Italy),vessel,,175.87,29.8,At Anchor (На якоре),,,
9210933,258013000.0,,Chemical/Oil Products Tanker (Танкер для перевозки химпродуктов и нефтепродуктов),,8.2,Норвегия (Norway - NIS),vessel,,144.1,23.0,"Underway using Engine (На ходу, под мотором)",,,
9211119,750998000.0,,Oil Products Tanker (Танкер для нефтепродуктов),,3.0,Гайана (Guyana),vessel,,67.65,9.8,Stopped (Остановлен),,,
9211535,246697000.0,,Oil/Chemical Tanker (Танкер для нефти и химикатов),,4.8,Нидерланды (Netherlands),vessel,,,,Underway using Engine (На ходу),,,
9211896,422091100.0,,Oil Products Tanker (Танкер для нефтепродуктов),,3.2,Иран (Iran),vessel,,141.0,16.84,"Underway using Engine (На ходу, под мотором)",,,
9211872,533735000.0,,LNG Tanker (Танкер для перевозки сжиженного природного газа),,7.0,Малайзия (Malaysia),vessel,,,,Moored (Пришвартовано),,,
9212008,273619700.0,,Crude Oil Tanker (Танкер для сырой нефти),,9.5,Россия (Russia),vessel,,,,Underway (На ходу / В процессе маневрирования),,,
9212008,273619700.0,,Crude Oil Tanker (Танкер для сырой нефти),,9.5,Россия (Russia),vessel,,,,Underway (На ходу / В процессе маневрирования),,,
9212345,211333700.0,,Oil/Chemical Tanker (Танкер для перевозки нефти и химпродуктов),,3.2,Германия (Germany),vessel,,67.26,11.92,At Anchor (На якоре),,,
9212369,,,Oil/Chemical Tanker (Танкер для перевозки нефти и химпродуктов),,7.5,"Ранее Либерия (текущий статус в системе — null, регистрация аннулирована)",vessel,,182.94,32.2,Terminated / Out-of-Range,,,
9212412,,,Oil/Chemical Tanker (Танкер для перевозки нефти и химпродуктов),,5.9,"Ранее Маршалловы Острова (текущий статус — null, регистрация аннулирована)",vessel,,,,At Anchor (Финальная фиксация на якоре перед разделкой),,,
9212462,357800000.0,,LPG/Chemical Tanker (Танкер для перевозки сжиженного газа и химпродуктов),,5.9,Панама (Panama),vessel,,119.95,17.6,Not Under Command (Лишен возможности управляться),,,
9212474,,,Oil Products Tanker (Танкер-продуктовоз),,8.2,"Ранее Сент-Китс и Невис (текущий статус — null, регистрация аннулирована)",vessel,,182.5,32.2,At Anchor (Финальная постановка перед разделкой),,,
9212486,255805754.0,,Oil/Chemical Tanker (Танкер для нефтепродуктов и химпродуктов),,5.8,Португалия (Portugal),vessel,,99.93,15.4,At Anchor (На якоре),,,
9212498,255805753.0,,Oil/Chemical Tanker (Танкер для нефтепродуктов и химпродуктов),,6.4,Португалия (Portugal),vessel,,99.93,15.4,Underway using Engine (На ходу),,,
9212503,271002603.0,,Oil/Chemical Tanker (Танкер для нефтепродуктов и химпродуктов),,3.4,Турция (Turkiye),vessel,,87.0,11.9,Stopped (Остановлен/На якоре),,,
9212577,341705001.0,,LPG/Chemical Tanker (Танкер для перевозки сжиженного газа и химпродуктов),,5.4,Сент-Китс и Невис (Saint Kitts and Nevis),vessel,,108.0,16.8,At Anchor (На якоре),,,
9212589,525114029.0,,Oil/Chemical Tanker (Танкер для нефтепродуктов и химпродуктов),,9.0,Индонезия (Indonesia),vessel,,145.7,22.02,Underway using Engine (На ходу),,,
9212747,,,Oil Products Tanker (Танкер для нефтепродуктов),,,Данные о флаге не передаются (AIS Out-of-Range),vessel,,155.63,24.5,Stopped (Остановлен),,,
9212759,750788000.0,,Crude Oil Tanker (Танкер для сырой нефти),,16.1,Гайана (Guyana),vessel,,,,At Anchor (На якоре),,,
9212864,570328000.0,,Crude Oil Tanker (Танкер для сырой нефти),,11.0,Тонга (Tonga),vessel,,,,At Anchor (На якоре),,,
9212876,649110000.0,,Crude Oil Tanker (Танкер для сырой нефти),,20.0,Мали (Mali),vessel,,,,At Anchor (На якоре),,,
9212888,422218000.0,,Crude Oil Tanker (Танкер для сырой нефти),,12.0,Иран (Iran),vessel,,333.18,58.0,Underway (На ходу),,,
9212890,422218100.0,,Crude Oil Tanker (Танкер для сырой нефти),,12.5,Иран (Iran),vessel,,333.18,58.0,Underway using Engine (На ходу),,,
9212929,422222000.0,,Crude Oil Tanker (Танкер для сырой нефти),,11.5,Иран (Iran),vessel,,333.13,58.0,"Class B (Использование упрощенного приемопередатчика, что нетипично для судов такого размера)",,,
9212917,422221000.0,,Crude Oil Tanker (Танкер для сырой нефти),,12.5,Иран (Iran),vessel,,333.13,58.0,Underway using Engine (На ходу),,,
9213179,525100350.0,,"Floating Storage/Production (FPSO) — плавучая установка для добычи, хранения и отгрузки нефти.",,3.8,Индонезия (Indonesia),vessel,,245.8,42.0,Towing Astern (Буксировка на корме),,,
9213181,525200246.0,,Oil Products Tanker (Танкер для перевозки нефтепродуктов),,6.4,Индонезия (Indonesia),vessel,,104.46,15.7,Underway using Engine (На ходу),,,
9213193,525023300.0,,Oil/Chemical Tanker (Танкер-химовоз / Нефтепродуктовоз),,6.0,Индонезия (Indonesia),vessel,,147.83,24.2,At Anchor (На якоре),,,
9213208,518100675.0,,Oil/Chemical Tanker (Танкер-химовоз / Нефтепродуктовоз),,5.8,Острова Кука (Cook Islands),vessel,,113.98,18.23,Underway using Engine (На ходу),,,
9213210,525015034.0,,Oil/Chemical Tanker (Танкер-химовоз / Нефтепродуктовоз),,7.5,Индонезия (Indonesia),vessel,,113.98,18.23,At Anchor (На якоре),,,
9213222,626062000.0,,Oil/Chemical Tanker (Танкер-химовоз / Нефтепродуктовоз),,5.0,"Габон (Gabon) — часто используется для судов, находящихся на финальном этапе жизненного цикла или в «серой» зоне.",vessel,,110.0,18.5,Not Under Command (Не управляется),,,
9213296,511101917.0,,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.0,Палау (Palau),vessel,,250.17,44.0,Underway using Engine (На ходу),,,
9213301,620999972.0,,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.5,"Коморы (Comoros) — типичный «удобный флаг», часто используемый в операциях с повышенным регуляторным риском.",vessel,,250.17,44.03,At Anchor (На якоре),,,
9213416,636022727.0,,LNG Tanker (Танкер для перевозки сжиженного природного газа),,7.0,Либерия (Liberia),vessel,,276.02,43.43,Stopped (Остановлен),,,
9214044,525107007.0,,Oil/Chemical Tanker (Нефтехимический танкер),,8.5,Индонезия (Indonesia),vessel,,133.0,22.72,At Anchor (На якоре),,,
9214197,440144200.0,,Oil/Chemical Tanker (Танкер для нефти и химпродуктов),,6.5,Республика Корея (Republic of Korea),vessel,,87.3,14.2,Stopped (Остановка),,,
9214185,440118000.0,,Oil/Chemical Tanker (Танкер для нефти и химпродуктов),,5.8,Республика Корея (Republic of Korea),vessel,,87.0,14.0,At Anchor (На якоре),,,
9204893,,,Oil Products Tanker (Танкер для нефтепродуктов),,,,vessel,,,,Stopped (Остановлен),,,
9204881,,,Oil Products Tanker (Танкер для нефтепродуктов),,,,vessel,,,,Stopped (Остановлен),,,
9204879,,,Oil Products Tanker (Танкер для нефтепродуктов),,,,vessel,,,,Stopped (Остановлен),,,
9204867,,,Oil Products Tanker (Танкер для нефтепродуктов),,,,vessel,,,,Stopped (Остановлен),,,
9205093,567532000.0,,Floating Storage/Production (Плавучее хранилище/производство),,15.4,Таиланд (Thailand),vessel,,334.0,58.05,At Anchor (На якоре),,,
9205134,247035100.0,,Chemical/Oil Products Tanker (Танкер для химпродуктов и нефтепродуктов),,10.5,Италия (Italy),vessel,,177.35,27.4,Underway using Engine (На ходу под двигателем),,,
9205158,256870000.0,,Oil/Chemical Tanker (Танкер для нефти и химпродуктов),,3.5,Мальта (Malta),vessel,,91.25,12.04,Moored (Пришвартовано),,,
9205641,525001494.0,,Oil Products Tanker (Танкер-продуктовоз),,5.7,Индонезия (Indonesia),vessel,,79.97,13.2,Underway using Engine (На ходу под двигателем),,,
9205615,525001484.0,,Oil Products Tanker (Танкер-продуктовоз),,5.7,Индонезия (Indonesia),vessel,,79.97,13.2,Underway using Engine (На ходу под двигателем),,,
