imo,mmsi,vessel_name,vessel_type,dwt_tons,draft_m,flag,vessel_category
9715866,,PRINCESS GARNET,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,7.6,ПАНАМА (PANAMA),oil_tanker
9717113,636021173.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9717785,538005536.0,,Oil Tanker,,12.0,"Маршалловы Острова (Marshall Islands). Актив зарегистрирован в авторитетном открытом международном регистре.Габариты: Длина (LOA) — 183.04 м, ширина — 32.20 м (интерфейс ИНС на image_338925.jpg фиксирует конструктивную длину 183.03 м и ширину 32.22 м).Тоннаж:",oil_tanker
9718404,,SILVER ERVILIA,Нефтеналивной/Химический танкер (Oil/Chemical Tanker),,12.1,Маршалловы Острова,oil_tanker
9718416,,SILVER EBURNA,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,11.3,МАРШАЛЛОВЫ ОСТРОВА (MARSHALL ISLANDS),oil_tanker
9718870,,STOLT REGINA,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,8.5,ВЕЛИКОБРИТАНИЯ (UNITED KINGDOM),oil_tanker
9721504,,POLAR ACE,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.5,МАРШАЛЛОВЫ ОСТРОВА (MARSHALL ISLANDS),oil_tanker
9722170,636021223.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9722405,636021108.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9722584,636021031.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9722637,256769000.0,HELLAS REVENGER,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,8.0,MALTA (Мальта),oil_tanker
9722900,538011820.0,SEA MAJESTY,Crude Oil Tanker (Танкер класса VLCC для сырой нефти),,11.0,Маршалловы Острова (MARSHALL ISLANDS),oil_tanker
9722924,636026129.0,SPAIN B,Танкер для перевозки сырой нефти (Crude Oil Tanker),,21.0,Либерия (LIBERIA),oil_tanker
9723007,636021171.0,HISTRIA ONIX.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9723100,636018082.0,FRONT RAUMA,Crude Oil Tanker (Танкер для перевозки сырой нефти),,15.8,LIBERIA (Либерия),oil_tanker
9723112,538006816.0,ULYSSES,Crude Oil Tanker,,11.0,MARSHALL ISLANDS (Маршалловы Острова),oil_tanker
9723588,414213000.0,YUAN HUA HU,Crude Oil Tanker (Танкер для перевозки сырой нефти),,20.5,CHINA (Китай),oil_tanker
9724075,636020918.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9724087,241456000.0,THOMAS ZAFIRAS,Crude Oil Tanker,,8.5,GREECE (Греция),oil_tanker
9724350,636020892.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9724556,636020883.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9724570,636020997.0,,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9724582,636021010.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9724611,538010226.0,CATHERINE GRACE.,Oil Tanker,,7.4,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9724673,636021048.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9724685,249762000.0,PEARL LIGHT.,Oil Tanker,,10.0,MALTA (Мальта).,oil_tanker
9724714,538011848.0,ASTROLIGHT.,Oil Tanker,,9.9,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9725495,636020877.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9725603,636021000.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9725627,636021175.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9725639,538012477.0,HAFNIA SUNDA.,Oil Tanker,,10.1,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9725823,636016933.0,,Oil Tanker,,6.5,Либерия (Liberia) [???]. Регистрация выполнена в стабильном международном открытом регистре из белого списка комплаенса.,oil_tanker
9725861,636017792.0,,Oil Tanker,,6.3,Либерия (Liberia). Борт зарегистрирован в открытом международном регистре.,oil_tanker
9726592,636020933.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9726619,256468000.0,HAFNIA LENE.,Oil Tanker,,7.6,MALTA (Мальта).,oil_tanker
9727209,477884300.0,,Crude Oil Tanker (Танкер для сырой нефти),,11.5,Гонконг (HONG KONG),oil_tanker
9727211,477913200.0,LANDBRIDGE FORTUNE,Crude Oil Tanker (Танкер для перевозки сырой нефти),,20.3,HONG KONG (Гонконг),oil_tanker
9727534,636021142.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9727558,538005783.0,HAFNIA ARAGONITE,Chemical/Oil Products Tanker (Танкер-химовоз/продуктовоз),,7.5,Маршалловы Острова,oil_tanker
9727572,538005785.0,HAFNIA ALABASTER,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,11.0,Маршалловы Острова (MARSHALL ISLANDS),oil_tanker
9729221,636021259.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9729283,636021075.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9729582,636021092.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9730098,636017088.0,ELKA DELPHI.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9730933,311000359.0,LYRIC CAMELLIA.,Oil Tanker,,8.6,BAHAMAS (Багамские Острова).,oil_tanker
9730945,255917260.0,KLEON.,Crude Oil Tanker (Танкер для перевозки сырой нефти).,,8.7,PORTUGAL (Португалия).,oil_tanker
9731042,636021131.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9731169,538008718.0,"OLYMPIC LADY (ранее: NASIRIYAH, CRUDE PROGRESS)",Crude Oil Tanker (Танкер типа VLCC),,15.1,Маршалловы Острова,oil_tanker
9732034,566737000.0,MARITIME EQUATOR,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,5.8,SINGAPORE (Сингапур),oil_tanker
9732230,256349000.0,STELLATA,Oil Products Tanker (Танкер для нефтепродуктов),,12.2,MALTA (Мальта),oil_tanker
9732242,636021116.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9732541,,C.PROMISE,Нефтяной танкер (Crude Oil Tanker),,11.0,Либерия,oil_tanker
9732565,538010889.0,,Oil Tanker,,20.7,Маршалловы Острова (Marshall Islands). Борт оперирует под международным реестром данной юрисдикции.,oil_tanker
9732682,636015558.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9732814,538006544.0,MALBEC LEGEND.,Oil Tanker,,8.6,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9733545,636021147.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9734408,311000360.0,LYRIC MAGNOLIA.,Oil Tanker,,8.8,BAHAMAS (Багамские Острова).,oil_tanker
9734692,636021284.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9735050,636021285.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9735737,,,Танкер для перевозки сырой нефти (Crude Oil Tanker).,,,Гонконг.,oil_tanker
9737187,636020940.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9737395,636020870.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9737577,,MELDERSKIN,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,8.2,НОРВЕГИЯ (NORWAY),oil_tanker
9738662,636020983.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9739288,,HAFNIA TORRES,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,8.4,СИНГАПУР (SINGAPORE),oil_tanker
9739501,636017088.0,MOMBASA B,Crude Oil Tanker (Танкер для перевозки сырой нефти),,11.1,Либерия (LIBERIA),oil_tanker
9739989,636021289.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9742211,636021121.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9742819,636017081.0,CIELO DI CAPRI.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9743758,256160000.0,CHEMICAL CHALLENGER.,Oil Tanker,,7.0,MALTA (Мальта).,oil_tanker
9743849,477636500.0,BOCHEM LONDON.,Oil Tanker,,9.8,HONG KONG (Гонконг).,oil_tanker
9744893,,STOLT CALLUNA,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,8.0,ЛИБЕРИЯ (LIBERIA),oil_tanker
9744958,636021107.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9745225,241444000.0,AEGEAN MARATHON.,Crude Oil Tanker.,,9.0,GREECE (Греция).,oil_tanker
9745251,636020903.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9745524,636020977.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9745536,219672000.0,BERING GAS.,Oil Tanker,,6.4,DENMARK (Дания).,oil_tanker
9746188,477564600.0,SC MERCURY,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,9.6,Гонконг (HONG KONG),oil_tanker
9746231,636021281.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9746279,636021011.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9746619,636021085.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9746671,636017005.0,HISTRIA ATLAS.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9746774,636021167.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9747261,636021173.0,HISTRIA ONIX.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9747584,636017410.0,ELKA DELPHI.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9749025,477142500.0,BOCHEM MARENGO,Oil/Chemical Tanker (Нефтеналивной танкер/химовоз),,10.0,HONG KONG (Гонконг),oil_tanker
9749374,636020972.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9749453,636021124.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9749489,636017006.0,HISTRIA ATHENA.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9749491,636021230.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9749544,636023588.0,ELANDRA GULF,Crude Oil Tanker (Танкер для перевозки сырой нефти / AFRAMAX/LR2),,11.7,Либерия,oil_tanker
9749714,,SOUTHERN ROBIN,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,6.4,ЛИБЕРИЯ (LIBERIA),oil_tanker
9750660,636020922.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9750696,636020973.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9752034,636020974.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9752046,636020957.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9752606,636017084.0,ELKA COMPASS.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9752694,636021172.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9752711,636020961.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9753363,636021036.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9753545,241485000.0,PRUDENT WARRIOR,Crude Oil Tanker (Танкер для перевозки сырой нефти),,16.4,GREECE (Греция),oil_tanker
9753557,241501000.0,RELIABLE WARRIOR.,Oil Tanker,,9.0,GREECE (Греция).,oil_tanker
9755062,372628000.0,,Oil Tanker,,8.2,Панама (Panama).,oil_tanker
9755646,636020824.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9755658,636020867.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9757979,357571000.0,,Oil Tanker,,7.2,Панама (Panama). Борт оперирует под панамским международным регистром.,oil_tanker
9758181,622121222.0,CPC VI.,Oil Tanker,,5.5,EGYPT (Египет).,oil_tanker
9758789,636021161.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9759745,636021189.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9759824,249884000.0,AGIOS FANOURIOS I,Crude Oil Tanker (Танкер для перевозки сырой нефти),,20.5,MALTA (Мальта),oil_tanker
9759836,636021177.0,HISTRIA ONIX.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9759850,,SHINSEI MARU,Crude Oil Tanker (Танкер для перевозки сырой нефти),,14.0,ЯПОНИЯ (JAPAN),oil_tanker
9760782,636021262.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9761176,636020873.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9761267,636021156.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9761451,636017260.0,HISTRIA PERLA.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9761475,413241010.0,SC CHENGDU,Chemical Tanker (Химовоз / Танкер для перевозки химикатов),,6.3,CHINA (Китайская Народная Республика),oil_tanker
9761853,636017409.0,ELKA ATHOS.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9762261,636021028.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9762998,,,"Танкер для перевозки сырой нефти (Crude Oil Tanker), класс VLCC.",,11.0,Маршалловы Острова.,oil_tanker
9765029,249986000.0,SEARUNNER,Crude Oil Tanker,,8.5,MALTA (Мальта),oil_tanker
9765378,636021086.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9765550,373045000.0,GLOBE ATLAS.,Oil Tanker,,8.3,PANAMA (Панама).,oil_tanker
9766190,563010700.0,HAFNIA KALLANG.,Oil Products Tanker (Танкер для перевозки нефтепродуктов).,,11.5,SINGAPORE (Сингапур).,oil_tanker
9766889,538010194.0,FALCON VENICE,Crude Oil Tanker (Танкер для сырой нефти),,14.8,Маршалловы Острова (MARSHALL IS),oil_tanker
9767015,538010195.0,FALCON VICTORIA,Crude Oil Tanker (Танкер для сырой нефти),,14.8,Маршалловы Острова (MARSHALL IS),oil_tanker
9768394,636020923.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9768514,538006821.0,IVER AMBASSADOR,Asphalt/Bitumen Tanker (Танкер для перевозки асфальта и битума),,5.3,MARSHALL ISLANDS (Маршалловы Острова),oil_tanker
9768526,636021068.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9768746,,TORM ATLANTIC,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,8.5,ДАНИЯ (DENMARK),oil_tanker
9769817,,,Танкер для перевозки сырой нефти (Crude Oil Tanker).,,9.5,Маршалловы Острова.,oil_tanker
9770531,636021157.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9770921,636020968.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9771028,636019175.0,PEACE VICTORIA,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,8.3,Либерия (LIBERIA),oil_tanker
9772046,538007562.0,PACIFIC JULIA,Oil/Chemical Tanker,,7.8,MARSHALL ISLANDS (Маршалловы Острова),oil_tanker
9772345,248113000.0,SAMOS,Crude Oil Tanker,,16.5,MALTA (Мальта),oil_tanker
9772931,636021176.0,HISTRIA ONIX.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9773040,477043500.0,VICTORY VENTURE,Crude Oil Tanker (Танкер для перевозки сырой нефти),,9.2,HONG KONG (Гонконг),oil_tanker
9773179,372240000.0,BOW VICTORY,Oil/Chemical Tanker (Нефтеналивной/Химовоз),,8.6,PANAMA (Панама),oil_tanker
9773739,563299500.0,UNITY VENTURE.,Oil Tanker,,9.0,SINGAPORE (Сингапур).,oil_tanker
9773741,636021040.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9773923,636022218.0,PALLADIUM.,Oil Tanker,,13.5,LIBERIA (Либерия).,oil_tanker
9773935,636021115.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9773947,636020799.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9774197,636021172.0,HISTRIA ONIX.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9774410,,SUN VENUS,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,6.0,ПАНАМА (PANAMA),oil_tanker
9776444,636021237.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9776731,249811000.0,MALIBU.,Crude Oil Tanker.,,15.5,MALTA (Мальта).,oil_tanker
9776755,249857000.0,WAIKIKI.,Oil Tanker,,12.7,MALTA (Мальта).,oil_tanker
9776767,636021055.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9777395,,,Oil Tanker,,8.0,,oil_tanker
9777412,356177000.0,CHEMOCEAN ORION,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов),,10.6,Панама (PANAMA),oil_tanker
9777943,636021730.0,RIVERA.,Oil Tanker,,8.5,LIBERIA (Либерия).,oil_tanker
9778727,725004760.0,,Oil Tanker,,8.0,Чили (Chile). Актив оперирует непосредственно под национальным флагом.,oil_tanker
9779159,425000017.0,AL ASMAEY,Water Tanker (Танкер для перевозки пресной воды),,2.5,Ирак (IRAQ),oil_tanker
9779161,425000018.0,AL QURNA,Oil Products Tanker (Танкер-продуктовоз),,4.6,Ирак (IRAQ),oil_tanker
9779587,241764000.0,AMAZON FALCON,Crude Oil Tanker (Танкер для перевозки сырой нефти),,8.5,GREECE (Греция),oil_tanker
9779616,,VALIANT,Нефтяной танкер (VLCC / Crude Oil Tanker),,11.0,Маршалловы Острова,oil_tanker
9779800,403525000.0,AMJAD.,Oil Tanker,,10.8,SAUDI ARABIA (Саудовская Аравия).,oil_tanker
9779836,403534000.0,RIMTHAN,Crude Oil Tanker (Танкер для перевозки сырой нефти),,14.3,SAUDI ARABIA (Саудовская Аравия),oil_tanker
9779965,249997000.0,KYRAKATINGO.,Oil Tanker,,8.8,MALTA (Мальта).,oil_tanker
9779989,,LIAO SHUN 1,Oil/Chemical Tanker (Танкер для перевозки нефти и химических продуктов),,4.8,КИТАЙ (CHINA),oil_tanker
9781920,636021027.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9782522,636017834.0,ELKA PERPETUA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9783019,,NORDINDEPENDENCE,Crude Oil Tanker (Танкер для перевозки сырой нефти),,12.9,ПОРТУГАЛИЯ (PORTUGAL),oil_tanker
9783411,563015300.0,NAN LIN WAN,Oil Products Tanker (Танкер для нефтепродуктов),,14.6,SINGAPORE (Сингапур),oil_tanker
9783423,636021112.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9783631,636021053.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9783679,,KHURAIS,Нефтяной танкер (Crude Oil Tanker),,10.7,Саудовская Аравия,oil_tanker
9783708,403798001.0,QAMRAN.,Oil Tanker,,10.6,SAUDI ARABIA (Саудовская Аравия).,oil_tanker
9783899,352004394.0,ASP AVANA,Crude Oil Tanker (Танкер для перевозки сырой нефти),,12.2,PANAMA (Панама),oil_tanker
9783992,636019030.0,HANOVER SQUAREIMO: 9783992,Crude Oil Tanker (Танкер для перевозки сырой нефти),,9.0,"Либерия Габариты: Длина (LOA) — 249.9 м, ширина — 44 м 2. Оперативные данные (Контрольный блок)Навигационный статус: At anchor (На якоре) Локация: Район якорной стоянки в Мексиканском заливе (близ Галвестона/Корпус-Кристи)Скорость (Speed): 0.0 узла Осадка (Draught): 9.0 м Актуальность: Данные получены 7 июня 2026 года3. Анализ параметровАнализ состояния: Судно находится на якорной стоянке в Мексиканском заливе. Несмотря на устаревшие данные о порте назначения (Галвестон, ETA 31 мая), текущий статус ""At anchor"" подтверждает, что танкер продолжает ожидать дальнейших распоряжений или очереди на постановку к терминалу. Операционная активность: Последний заход в порт (Корпус-Кристи) был завершен 19 мая 2026 года. 4. Риск-профильСанкции: Не числится в санкционных списках. Оператор: Современный танкер (год постройки — 2019), находящийся в управлении Zodiac Maritime. Заключение: Объект классифицируется как «Активен / Коммерческий энергетический транспорт». Судно выполняет плановую логистическую деятельность. Риск взаимодействия оценивается как низкий.",oil_tanker
9784386,636018306.0,KASSOS,Crude Oil Tanker (Танкер для перевозки сырой нефти),,20.2,LIBERIA (Либерия),oil_tanker
9785237,241572000.0,MINERVA EVROPI,Crude Oil Tanker (Танкер для перевозки сырой нефти),,16.7,GREECE (Греция),oil_tanker
9786205,219377000.0,MAERSK CURACAO.,Oil Tanker,,8.5,DENMARK (Дания).,oil_tanker
9786231,636020958.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9787168,241570000.0,MINERVA ELEFTHERIA.,Oil Tanker,,8.2,GREECE (Греция).,oil_tanker
9787170,241574000.0,MINERVA KARTERIA.,Crude Oil Tanker (Танкер для сырой нефти).,,8.2,GREECE (Греция).,oil_tanker
9787182,636021044.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9787194,241614000.0,MINERVA OLYMPIA.,Crude Oil Tanker.,,8.2,GREECE (Греция).,oil_tanker
9787340,636020893.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9787792,,BRIGHT CREST,Crude Oil Tanker (Танкер для перевозки сырой нефти),,14.8,ПАНАМА (PANAMA),oil_tanker
9787948,319151100.0,BURRI.,Oil Tanker,,12.9,CAYMAN ISLANDS (Каймановы Острова).,oil_tanker
9788394,538012394.0,ROCK N ROLL.,Oil Tanker,,7.3,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9788708,271044691.0,OTTOMAN COURTESY.,Oil Tanker,,9.5,TURKIYE (Турция).,oil_tanker
9788887,356818000.0,GULF SUNRISE,Crude Oil Tanker (Танкер для сырой нефти),,20.0,PANAMA (Панама),oil_tanker
9788966,636020292.0,SATMAR.,Oil Tanker,,8.2,LIBERIA (Либерия).,oil_tanker
9788978,636021202.0,CURIOUS JOEL.,Oil Tanker,,7.6,LIBERIA (Либерия).,oil_tanker
9790220,636021249.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9790270,241519000.0,MARAN AJAX,Crude Oil Tanker (Нефтеналивной танкер для перевозки сырой нефти / супертанкер),,14.5,GREECE (Греция),oil_tanker
9790646,259191000.0,BOW PRECISION.,Oil Tanker,,10.5,NORWAY (Норвегия).,oil_tanker
9791169,563054800.0,,Oil Tanker,,10.0,Сингапур (Singapore). Оперирует под одним из наиболее авторитетных белых флагов мирового судоходного регистра.,oil_tanker
9791298,563260000.0,NAVIG8 PROMISE.,Oil Products Tanker (Танкер для перевозки нефтепродуктов).,,13.8,SINGAPORE (Сингапур).,oil_tanker
9792046,636021052.0,HISTRIA CORAL.,Oil Tanker,,7.3,LIBERIA (Либерия).,oil_tanker
9792175,,CRANE LUNA,Oil/Chemical Tanker (Танкер для перевозки нефтепродуктов и химикатов),,5.0,ПАНАМА (PANAMA),oil_tanker
9792187,636021080.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9792199,636017833.0,ELKA ALPHA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9792204,241531000.0,,Oil Tanker,,11.6,Греция (Greece) [Судно].,oil_tanker
9792228,249820000.0,SAMSARA.,Oil Tanker,,9.3,MALTA (Мальта).,oil_tanker
9792266,538012368.0,LEICESTER.,Crude Oil Tanker.,,20.0,MARSHALL ISLANDS (Маршалловы Острова).,oil_tanker
9792486,538007154.0,ELANDRA FALCON,Crude Oil Tanker,,9.5,MARSHALL ISLANDS (Маршалловы Острова),oil_tanker
9793234,636017724.0,ELKA SIRIUS.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
9793246,636021288.0,ELKA ATHINA.,Oil/Chemical Tanker (Танкер для перевозки нефти и химикатов).,,8.0,LIBERIA (Либерия).,oil_tanker
