snapshot_date,imo,dwt,displacement,loa,beam,draft,speed,age,build_year,flag,vessel_type,nav_status,risk_level,origin_port,destination_port,vessel_name,mmsi,eta,route_context,ais_integrity
2026-09-09,1030521,31000.0,26451.0,180.0,30.0,7.3,0.1,0.0,2026,Франция,Газовоз / LPG Tanker,At anchor,LOW,"Хьюстон, США ()",FOR ORDERS,MORIOND,228493700,8 августа 2026 г,"стандартной коммерческой логистике. Признаков санкционных ограничений, аномалий AIS или участия в теневых схемах не зафиксировано",0.656
2026-09-09,9607758,30950.0,29402.0,230.0,36.6,10.8,0.1,26.0,2000,JAPAN,Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),At anchor,LOW,"BE ANR (Антверпен, Бельгия)",OPL PORT SAID,SUNNY VISTA,431230000,8 мая 2026 г,Япония,0.655
2026-09-09,9852949,30900.0,33372.0,225.2,36.0,8.0,12.3,4.0,2022,NORWAY,LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),Underway (На ходу),LOW,Южной Кореи. На момент фиксации данных судно находится,"US FPO (Фрипорт, США)",CLIPPER EXPLORER,9852949,9 мая 2026 г,Норвегия,0.0
2026-09-09,9710335,30850.0,33318.0,93.0,15.96,4.5,13.5,23.0,2003,Маршалловы Острова,LPG/Chemical Tanker (Танкер для перевозки сжиженного газа и химикатов),Under way using engine,LOW,"BE ANR (Антверпен, Бельгия)","Chiba, Japan (JP CHB)",LPG 0335,538006310,"5 сентября 2026 г., 00:15 UTC",региональной дистрибуции химической продукции и сжиженных газов между крупными европейскими промышленными узлами:,0.656
2026-09-09,9406269,30650.0,33102.0,173.7,28.03,9.5,13.0,11.0,2015,MARSHALL ISLANDS,LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),At Anchor (На якоре),LOW,"QA RLF (Рас-Лаффан, Катар)","DUBAI ANCH (Якорная стоянка Дубая, ОАЭ)",SYMI,538011955,4 мая 2026 г,Маршалловы Острова,0.0
2026-09-09,9560467,30550.0,32994.0,69.96,11.6,4.5,13.0,23.0,2003,ЯПОНИЯ,LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),Stopped (Остановлено),LOW,"Мидзусима, Япония (JP MIZ)","Оита, Япония (JP OIT)",IZUMI MARU,431360950,20 мая 2026 г,JAPAN,0.0
2026-09-09,9925679,30128.0,26252.0,180.0,28.7,10.0,13.1,3.0,2023,Либерия,"Газовоз / Танкер для перевозки сжиженного нефтяного газа (LPG Tanker / Medium Gas Carrier, Fully Refrigerated)",по последним спутниковым данным,LOW,"Якорная стоянка Баия-Бланка, Аргентина ()",FOR ORDERS (указание на ожидание дальнейших коммерческих инструкций / портового назначения в открыльном плавании),INDIANAPOLIS,636021260,16 июля 2026 г,"Газовоз / Танкер для перевозки сжиженного нефтяного газа · флаг: Либерия · маршрут: Якорная стоянка Баия-Бланка, Аргентина () → FOR ORDERS (указание на ожидание дальнейших коммерческих инструкций / портового назначения в открыльном плавании) · по последним спутниковым данным · возраст: 3 лет",0.0
2026-09-09,9934670,30112.0,26252.0,180.0,28.7,9.5,13.1,3.0,2023,Либерия,Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),Underway using Engine / В пути,LOW,"Корпус-Кристи, США, отход 30 мая 2026 года",FOR ORDERS (судно ожидает дальнейших инструкций от фрахтователя/оператора),PACIFIC 4670,636159329,16 июня 2026 г,"флаг: Либерия · маршрут: Корпус-Кристи, США, отход 30 мая 2026 года → FOR ORDERS (судно ожидает дальнейших инструкций от фрахтователя/оператора) · Underway using Engine · возраст: 3 лет",0.0
2026-09-09,9927316,30108.0,26252.0,180.0,28.7,10.5,16.2,3.0,2023,"Сингапур. Габариты: Длина (LOA) 180.00 м, ширина 28.70 м. Тоннаж:",Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),Underway using Engine / В пути,LOW,"Houston, USA (US HOU)","Houston, USA (US HOU)",ATLAS 7316,563182700,8 июня 2026 г,"флаг: Сингапур. Габариты: Длина (LOA) 180.00 м, ширина 28.70 м. Тоннаж: · Underway using Engine · возраст: 3 лет",0.0
2026-09-09,9925667,30093.0,26252.0,179.8,28.7,7.3,14.4,4.0,2022,Сингапур,Газовоз / Танкер для перевозки сжиженного газа (LPG Tanker / Fully Refrigerated MGC),Underway using Engine / В пути,LOW,"Yeosu, South Korea (KR YOS)","Техас-Сити, США / Texas City, USA",GREEN ENERGY (экс-Mangusta),563172500,17 августа 2026 г,"Газовоз / Танкер для перевозки сжиженного газа · флаг: Сингапур · следует в: Техас-Сити, США / Texas City, USA · Underway using Engine · возраст: 4 лет",0.0
2026-09-09,9939204,29991.0,26541.0,179.86,29.0,7.2,0.0,3.0,2023,Маршалловы Острова,Газовоз / Танкер для СУГ (LPG Tanker),Moored,LOW,"Якорная стоянка Фос-сюр-Мер, Франция (Fos-sur-Mer Anch., France — прибытие 15 августа 2026 г.)",FOR ORDERS,PASCO MARSEL,538010500,15 августа 2026 г,"Газовоз / Танкер для СУГ · флаг: Маршалловы Острова · маршрут: Якорная стоянка Фос-сюр-Мер, Франция (Fos-sur-Mer Anch., France — прибытие 15 августа 2026 г.) → Не указан / В ожидании (Destination not available), статус: На якорной стоянке (At anchor) в районе Фос-сюр-Мер, Франция (Fos-sur-Mer Anch., France — прибытие на рейд 15 августа 2026 г., 00:11 UTC; текущий курс — 339.9°, скорость — 0.0 узла, осадка — 9.2 м) · At Anchor · возраст: 3 лет",0.409
2026-09-09,1026685,29842.0,26449.0,180.0,29.0,10.5,14.0,0.0,2026,Маршалловы Острова,Газовоз / Танкер для перевозки сжиженного нефтяного газа (LPG Tanker / Medium Gas Carrier),Underway using Engine / В пути,LOW,"Хьюстон, США ()","Луанда, Ангола (Luanda, Angola)",ASHARAMI GHANA,538012138,13 августа 2026 г,"Газовоз / Танкер для перевозки сжиженного нефтяного газа · флаг: Маршалловы Острова · маршрут: Хьюстон, США () → Луанда, Ангола (Luanda, Angola) · Underway using Engine",0.0
2026-09-09,9924857,29690.0,26614.0,180.0,28.7,10.0,14.1,4.0,2022,Либерия,Газовоз / Танкер для перевозки СУГ (LPG Tanker),Underway using Engine / В пути,LOW,"Маркус-Хук, США (Marcus Hook, USA)","Ningbo, China (CN NGB)",CARTIER,636021168,8 августа 2026 г,"Газовоз / Танкер для перевозки СУГ · флаг: Либерия · отход: Маркус-Хук, США (Marcus Hook, USA) · Underway using Engine · возраст: 4 лет",0.0
2026-09-09,9719276,29664.0,25952.0,181.7,29.4,8.8,14.8,9.0,2017,Бельгия,Газовоз для перевозки сжиженного нефтяного газа / LPG Tanker (Handy / Medium Size),Under way using engine,LOW,"Rotterdam, Netherlands (NL RTM)",FOR ORDERS,KALLO,205713000,"30 августа 2026 г., 18:45 UTC",Газовоз для перевозки сжиженного нефтяного газа / LPG Tanker · флаг: Бельгия · At Anchor · возраст: 9 лет,0.655
2026-09-09,9689914,29650.0,28168.0,225.0,36.6,8.3,10.0,25.0,2001,BAHAMAS,Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),Moored (Пришвартовано),LOW,"NL TNZ (Тернёзен, Нидерланды)","US HOU (Хьюстон, США)",COMET,311000251,"9 октября 2026 г., 17:15 UTC",Багамские Острова,0.0
2026-09-09,9914632,29649.0,26614.0,180.0,29.0,10.2,14.0,4.0,2022,Либерия,Газовоз (LPG Tanker / MGC — Medium Gas Carrier),Underway / В плавании,MID,"Yanbu, Saudi Arabia (SA YNB)","Oita, Japan (JP OIT)",MYKLEBUST,636668387,"24 октября 2026 г., 18:00 UTC",Газовоз · флаг: Либерия · Underway · возраст: 4 лет,0.0
2026-09-09,9687485,29639.0,25952.0,180.0,29.4,10.4,14.2,11.0,2015,Бельгия (Belgium) [Судно],Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),At Anchor / На якорной стоянке,MID,"Incheon, South Korea (KR INC)","Fujairah, UAE (AE FUJ)",PACIFIC 7485,205283000,9 июня 2026 г,флаг: Бельгия (Belgium) [Судно] · At Anchor · возраст: 11 лет,0.0
2026-09-09,9687514,29588.0,31955.0,181.7,29.4,7.3,3.0,10.0,2016,Бельгия,Танкер для перевозки сжиженного нефтяного газа (LPG Tanker),На ходу (Under way),HIGH,"Ain Sukhna, Egypt (EG ASU)",порт Рас-эль-Хайр (Ras Al Khair),KORTRIJK,636345625,"21 октября 2026 г., 04:45 UTC",Танкер для перевозки сжиженного нефтяного газа · флаг: Бельгия · следует в: порт Рас-эль-Хайр (Ras Al Khair) · На ходу (Under way) · возраст: 10 лет,0.0
2026-09-09,9719305,29543.0,25952.0,180.0,29.4,9.2,0.0,8.0,2018,Бельгия,Газовоз / Танкер для перевозки сжиженного газа (LPG Tanker),Moored,LOW,"Yanbu, Saudi Arabia (SA YNB)",FRLEH,KOKSIJDE,205743000,13 августа 2026 г,"Газовоз / Танкер для перевозки сжиженного газа · флаг: Бельгия · следует в: Карстё, Норвегия / Karsto, Norway, статус: НА ЯКОРЕ / СТОЯНКА (At anchor) (прошедшее · At Anchor · возраст: 8 лет",0.656
2026-09-09,9698367,29500.0,28025.0,117.03,18.2,6.5,12.3,5.0,2021,MARSHALL ISLANDS,Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),"Underway using Engine (На ходу, используется двигатель)",MID,"EG ALY (Александрия, Египет)","RO MID (Мидия, Румыния)",ECO CHIOS,538005496,11 мая 2026 г,Маршалловы Острова,0.0
2026-09-09,9687502,29461.0,31818.0,182.0,30.0,7.3,13.0,10.0,2016,"Бельгия Год постройки: 2016 Габариты: Длина — 182 м, ширина — 30 м,",LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),"At anchor (На якоре)Статус: Судно находится в режиме ожидания («FOR ORDERS» — ожидает дальнейших указаний от фрахтователя/оператора относительно следующего пункта назначения). Осадка (Draught): 7.3 мАктуальность: Данные актуальны на 8 июня 2026 года3. Анализ параметровОперационная активность: Судно является активным участником международного танкерного флота, управляется бельгийской компанией Exmar Shipmanagement. Навигационный статус «FOR ORDERS» является стандартной практикой в коммерческом судоходстве, означающей, что судно завершило текущий контракт и ожидает назначения на следующий рейс. Управление:Владелец/Оператор: Exmar (крупная международная компания, специализирующаяся на транспортировке газа). Специализация: Транспортировка сжиженного нефтяного газа (LPG). 4. Риск-профильСанкции: Не числится в санкционных списках.Заключение: Объект классифицируется как «Активен / Коммерческий энергетический транспорт». Судно эксплуатируется авторитетным международным оператором. Риск взаимодействия оценивается как низкий",LOW,"Yanbu, Saudi Arabia (SA YNB)","Ulsan, South Korea (KR USN)",KONTICHIMO: 9687502,205691000,"10 сентября 2026 г., 10:30 UTC","LPG Tanker · флаг: Бельгия Год постройки: 2016 Габариты: Длина — 182 м, ширина — 30 м, · At anchor (На якоре)Статус: Судно находится в режиме ожидания («FOR ORDERS» — ожидает дальнейших указаний от фрахтователя · возраст: 10 лет",0.0
2026-09-09,9926934,29421.0,31775.0,180.0,28.7,9.9,13.0,4.0,2022,"Либерия Год постройки: 2022 Габариты: Длина — 180 м, ширина — 28.7 м,",LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),"At anchor (На якоре) Локация: Район побережья США (Атлантический океан) Статус: После завершения операций в порту Маркус-Хук (США, 7 июня 2026 г.), судно вышло на рейд и в данный момент находится на якорной стоянке.Осадка (Draught): 9.9 мАктуальность: Данные актуальны на 8 июня 2026 года3. Анализ параметровОперационная активность: Судно является современным газовозом (LPG), активно работающим на маршрутах между европейскими портами и терминалами США (в частности, Маркус-Хук). Управление:Менеджер: Часть флота LPG-танкеров, часто эксплуатируемых компаниями, специализирующимися на транспортировке газа (например, структурами типа Navigator Gas или аффилированными).Специализация: Транспортировка сжиженного углеводородного газа.4. Риск-профильСанкции: По состоянию на 8 июня 2026 года судно не находится в официальных санкционных списках (OFAC/EU). Данные мониторинга подтверждают его статус как «чистого» актива.Заключение: Объект классифицируется как «Активен / Коммерческий энергетический транспорт». Риск взаимодействия оценивается как низкий",EXTREME,"Rotterdam, Netherlands (NL RTM)","Oita, Japan (JP OIT)",GUADALUPE EXPLORERIMO: 9926934,636024820,"9 сентября 2026 г., 05:30 UTC","LPG Tanker · флаг: Либерия Год постройки: 2022 Габариты: Длина — 180 м, ширина — 28.7 м, · At anchor (На якоре) Локация: Район побережья США (Атлантический океан) Статус: После завершения операций в порту Маркус-Хук (США, 7 июня 2026 г.), судно вышло на рейд и в данный момент находится на якорной стоянке.Осадка (Draught): 9.9 мАктуальность: Данные актуальны на 8 июня 2026 года3. Анализ параметровОперационная активность: Судно является современным газовозом (LPG), активно работающим на маршрутах между европейскими портами и терминалами США (в частности, Маркус-Хук). Управление:Менеджер: Часть флота LPG-танкеров, часто эксплуатируемых компаниями, специализирующимися на транспортировке газа (например, структурами типа Navigator Gas или аффилированными).Специализация: Транспортировка сжиженного углеводородного газа.4. Риск-профильСанкции: По состоянию на 8 июня 2026 года судно не находится в официальных санкционных списках (OFAC · возраст: 4 лет",0.0
2026-09-09,9940423,29421.0,26515.0,179.96,28.7,9.9,14.4,3.0,2023,Либерия,Газовоз / Танкер для перевозки сжиженного газа (LPG Tanker),Underway using Engine / В пути,LOW,"Chiba, Japan (JP CHB)","Тема, Гана / Tema, Ghana",ROSILLO EXPLORER,636025911,25 августа 2026 г,"Газовоз / Танкер для перевозки сжиженного газа · флаг: Либерия · следует в: Тема, Гана / Tema, Ghana · Underway using Engine · возраст: 3 лет",0.0
2026-09-09,9941336,29381.0,31731.0,179.86,28.7,10.3,13.0,2.0,2024,Мальта Год постройки: 2024,"LPG Tanker (Танкер для перевозки сжиженного нефтяного газа, полностью рефрижераторный, двухтопливный)","At anchor (На якоре)Статус: 8 июня 2026 года судно совершило выход из порта Маркус-Хук (США) и в данный момент находится на якорной стоянке/в ожидании дальнейших распоряжений (статус ""ORDERS"").Осадка (Draught): 10.3 мАктуальность: Данные актуальны на 8 июня 2026 года3. Анализ параметровОперационная активность: Судно является новым активом (постройка 2024 года), которое активно задействовано в международных перевозках сжиженного газа между американскими терминалами (Маркус-Хук) и другими хабами.Управление:Владелец: Geogas Trading SA (Швейцария). Менеджер: Greenstar Shipmanagement SRL (Италия). Специализация: Транспортировка сжиженного нефтяного газа (LPG). Судно оснащено современными двигателями с двухтопливной системой питания, что делает его экологически эффективным активом. 4. Риск-профильСанкции: Не числится в санкционных списках.Заключение: Объект классифицируется как «Активен / Коммерческий энергетический транспорт». Судно эксплуатируется крупными игроками рынка (Geogas) и выполняет штатные коммерческие рейсы. Риск взаимодействия оценивается как низкий",LOW,"Chiba, Japan (JP CHB)","Ulsan, South Korea (KR USN)",VAROLI PIAZZAIMO: 9941336,256679000,"26 октября 2026 г., 18:00 UTC","международных перевозках сжиженного газа между американскими терминалами (Маркус-Хук) и другими хабами.Управление:Владелец: Geogas Trading SA (Швейцария). Менеджер: Greenstar Shipmanagement SRL (Италия). Специализация: Транспортировка сжиженного нефтяного газа . Судно оснащено современными двигателями с двухтопливной системой питания, что делает его экологически эффективным активом. 4. Риск-профильСанкции: Не числится в санкционных списках.Заключение: Объект классифицируется как «Активен / Коммерческий энергетический транспорт». Судно эксплуатируется крупными игроками рынка (Geogas) и выполняет штатные коммерческие рейсы. Риск взаимодействия оценивается как низкий",0.0
2026-09-09,9941324,29381.0,27029.0,179.86,28.7,8.1,10.0,3.0,2023,Франция,Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),At Anchor / На якорной стоянке,LOW,"Shanghai, China (CN SHA)","Piraeus, Greece (GR PIR)",ATLAS 1324,228433700,"28 августа 2026 г., 14:30 UTC",флаг: Франция · At Anchor · возраст: 3 лет,0.0
2026-09-09,9292773,29300.0,25994.0,180.0,29.2,9.7,13.0,20.0,2006,Мальта,Газовоз / Танкер для перевозки сжиженного газа (LPG Tanker),At Anchor / На якорной стоянке,LOW,"Primorsk, Russia (RU PRI)","Рейд Сантуса, Бразилия / Santos Anch., Brazil, статус: НА ЯКОРЕ / СТОЯНКА (At anchor) (дата прибытия на рейд — 9 августа 2026 г., 02:15 UTC; курс — 40.2°, скорость — 0.0 узлов, осадка — 9.7 м, последний порт выхода — терминал Ильи-Редонда, Бразилия — отход 6 августа 2026 г.)",ALESSANDRO VOLTA (экс-Maersk Jade),249583000,6 августа 2026 г,"Газовоз / Танкер для перевозки сжиженного газа · флаг: Мальта · следует в: Рейд Сантуса, Бразилия / Santos Anch., Brazil, статус: НА ЯКОРЕ / СТОЯНКА (At anchor) (дата прибытия на рейд — 9 августа 2026 г., 02:15 UTC; курс — 40.2°, скорость — 0.0 узлов, осадка — 9.7 м, последний порт выхода — терминал Ильи-Редонда, Бразилия — отход 6 августа 2026 г.) · At Anchor · возраст: 20 лет",0.0
2026-09-09,9940435,29229.0,26515.0,180.0,28.7,9.8,15.8,3.0,2023,Либерия,Газовоз (LPG Tanker),Under way using engine,LOW,"Jubail, Saudi Arabia (SA JUB)",BGBOJ,CERRO ALTO EXPLORER,636025912,"30 августа 2026 г., 01:15 UTC",Газовоз · флаг: Либерия · следует в: порт Маркус-Хук (код порта USMAH) · Underway using Engine · возраст: 3 лет,0.654
2026-09-09,9292113,29213.0,25994.0,180.0,29.2,8.3,14.0,20.0,2006,Маршалловы острова,Газовоз (LPG Tanker / MGC — Midsize Gas Carrier),Underway using Engine / В пути,LOW,"Primorsk, Russia (RU PRI)",порт Пойнт-Комфорт (США). ETA: 17 июня 2026 г,SOMBEKE,538033370,17 июня 2026 г,Газовоз · флаг: Маршалловы острова · следует в: порт Пойнт-Комфорт (США). ETA: 17 июня 2026 г · Underway using Engine · возраст: 20 лет,0.0
2026-09-09,9961192,29181.0,28648.0,188.24,29.0,7.1,17.0,3.0,2023,Португалия,Газовоз / LPG Tanker,At Anchor / На якорной стоянке,LOW,"Порт-Элизабет (якорная стоянка), Южная Африка (Port Elizabeth Anch., South Africa)","Маркус-Хук, США (Marcus Hook, United States)",GASCHEM EUROPE,255916538,19 августа 2026 г,трансокеанских перевозках сжиженных углеводородных газов,0.0
2026-09-09,9355264,29100.0,27645.0,215.0,32.2,9.3,10.0,26.0,2000,LIBERIA,Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),Underway / В плавании,LOW,"Houston, USA (US HOU)","Houston, USA (US HOU)",PACIFIC 5264,636433696,"22 сентября 2026 г., 23:30 UTC",Underway,0.0
2026-09-09,9796585,28894.0,25458.0,183.0,30.0,8.0,10.1,7.0,2019,Маршалловы Острова,Танкер для перевозки сжиженного газа (LPG / MGC — Medium Gas Carrier),Underway using Engine / В пути,MID,"Ain Sukhna, Egypt (EG ASU)",порт Стенунгсунд (Stenungsund),HOURAI MARU,538633132,18 июня 2026 г,Танкер для перевозки сжиженного газа · флаг: Маршалловы Острова · следует в: порт Стенунгсунд (Stenungsund) · Underway using Engine · возраст: 7 лет,0.0
2026-09-09,9893656,28886.0,25110.0,180.0,28.4,9.9,11.7,5.0,2021,Мальта,Газовоз (LPG Tanker / MGC — Midsize Gas Carrier),Underway using Engine / В пути,LOW,"Rotterdam, Netherlands (NL RTM)",порт Туспан,LEGACYIMO номер: 9893656,229992368,16 июня 2026 г,Газовоз · флаг: Мальта · следует в: порт Туспан · Underway using Engine · возраст: 5 лет,0.0
2026-09-09,9904675,28850.0,27408.0,215.0,32.2,9.3,10.0,33.0,1993,LIBERIA,Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),Underway / В плавании,LOW,"Yokohama, Japan (JP YOK)","Yokohama, Japan (JP YOK)",OCEAN 4675,636246808,"31 августа 2026 г., 07:00 UTC",Underway,0.0
2026-09-09,9796339,28726.0,24942.0,179.87,28.4,7.8,0.6,9.0,2017,Либерия,Газовоз (LPG Tanker),Underway using Engine / В пути,LOW,"Ain Sukhna, Egypt (EG ASU)","Chiba, Japan (JP CHB)",NAVIGATOR JORF,636921350,"28 августа 2026 г., 17:30 UTC",Газовоз · флаг: Либерия · Underway using Engine · возраст: 9 лет,0.0
2026-09-09,9469998,28650.0,30942.0,72.0,12.5,5.0,12.1,23.0,2003,ЯПОНИЯ,LPG Tanker (Танкер для перевозки сжиженного нефтяного газа),Underway using Engine (На ходу),LOW,"Итихара, Япония (JP ICH)","Сакай, Япония (JP SAK)",IZUMI MARU NO.7,431333461,20 мая 2026 г,JAPAN,0.0
2026-09-09,9744128,28637.0,25051.0,180.0,28.0,7.4,7.9,9.0,2017,Маршалловы Острова,Газовоз (LPG Tanker / MGC - Midsize Gas Carrier),Underway using Engine / В пути,LOW,"Chiba, Japan (JP CHB)",порт Маркус-Хук.Текущие данные:Скорость: 7.9 уз.Осадка: 7.4 м.Активность: Судно активно эксплуатируется на маршрутах транспортировки сжиженного газа между американскими экспортными терминалами и международными рынками.3. Комплаенс-профильОператор (ISM): V Ships Asia Group Pte Ltd. Коммерческий менеджер: Sahara Energy International. Владелец: WAGL Energy Ltd. Статус: НИЗКИЙ РИСК / НАДЕЖНЫЙ АКТИВ.Анализ:Менеджмент: Управление активами осуществляется через крупные международные менеджерские структуры (V.Ships),AFRICA GAS,538243310,"14 октября 2026 г., 05:15 UTC",Газовоз · флаг: Маршалловы Острова · следует в: порт Маркус-Хук.Текущие данные:Скорость: 7.9 уз.Осадка: 7.4 м.Активность: Судно активно эксплуатируется на маршрутах транспортировки сжиженного газа между американскими экспортными терминалами и международными рынками.3. Комплаенс-профильОператор (ISM): V Ships Asia Group Pte Ltd. Коммерческий менеджер: Sahara Energy International. Владелец: WAGL Energy Ltd. Статус: НИЗКИЙ РИСК / НАДЕЖНЫЙ АКТИВ.Анализ:Менеджмент: Управление активами осуществляется через крупные международные менеджерские структуры (V.Ships) · Underway using Engine · возраст: 9 лет,0.0
2026-09-09,9852133,28627.0,25167.0,179.87,28.4,8.0,15.1,7.0,2019,Либерия,Газовоз / Танкер для перевозки сжиженного газа / LPG Tanker,Underway using Engine / В пути,LOW,"Баия-Бланка, Аргентина ()","Huizhou, China (CN HUI)",WINNIPEG,636019497,7 августа 2026 г,"Газовоз / Танкер для перевозки сжиженного газа / LPG Tanker · флаг: Либерия · отход: Баия-Бланка, Аргентина () · Underway using Engine · возраст: 7 лет",0.0
2026-09-09,9892808,28600.0,27170.0,215.0,32.2,5.6,13.4,18.0,2008,LIBERIA,Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),Under way using engine,LOW,"Rotterdam, Netherlands (NL RTM)",ES BIO,MARITIME 2808,215858000,"30 сентября 2026 г., 05:00 UTC",Underway,0.656
2026-09-09,9789726,28585.0,30872.0,177.1,28.4,7.6,13.0,8.0,2018,Панама,Танкер для перевозки сжиженного нефтяного газа (LPG Tanker).,At Anchor / На якорной стоянке,LOW,"Судно прибыло из Суапе, Бразилия, откуда отправилось 25 мая 2026 года","Chiba, Japan (JP CHB)",GAS 9726,370577470,"27 сентября 2026 г., 19:30 UTC","Танкер для перевозки сжиженного нефтяного газа · флаг: Панама · отход: Судно прибыло из Суапе, Бразилия, откуда отправилось 25 мая 2026 года · At Anchor · возраст: 8 лет",0.0
2026-09-09,9659127,28576.0,30862.0,174.0,30.0,8.3,2.1,12.0,2014,Сингапур,Газовоз (LPG Tanker / Fully Refrigerated),На ходу (Under way),HIGH,"Rotterdam, Netherlands (NL RTM)","Ulsan, South Korea (KR USN)",SOPHIE SCHULTE,566492268,"20 сентября 2026 г., 11:45 UTC",Газовоз · флаг: Сингапур · На ходу (Under way) · возраст: 12 лет,0.0
2026-09-09,9202120,28550.0,30834.0,67.85,11.5,3.9,13.0,21.0,2005,Монголия,LPG Tanker (Танкер для перевозки СНГ),Stopped (Остановлено),LOW,"BD MGL (Монгла, Бангладеш)","RUPGANJ (Рупгандж, Бангладеш)",M.T.GGAS 102,457900522,25 июня 2024 г. в 14:00 (UTC+6),MONGOLIA,0.0
2026-09-09,9415686,28550.0,30834.0,225.0,36.0,7.5,13.0,11.0,2015,INDIA,LPG Tanker (Танкер для перевозки сжиженного углеводородного газа),At Anchor (На якоре),LOW,"IN BOM (Мумбаи, Индия)","MUMBAI ANCH (Мумбаи, Индия)",GREEN SANVI,9415686,"28 октября 2026 г., 18:30 UTC",Индия,0.0
2026-09-09,9744831,28543.0,30826.0,180.0,28.0,10.6,11.3,9.0,2017,Либерия,LPG Tanker (Газовоз для перевозки сжиженного газа / MGC),На ходу (Under way),LOW,порта Недерланд (США) 8 июня 2026 года. Пункт назначения — Гибралтар,"Oita, Japan (JP OIT)",ONTARIO,9744831,21 июня 2026 г,LPG Tanker · флаг: Либерия · отход: порта Недерланд (США) 8 июня 2026 года. Пункт назначения — Гибралтар · На ходу (Under way) · возраст: 9 лет,0.0
2026-09-09,9789714,28532.0,25086.0,180.0,28.4,9.9,11.8,8.0,2018,"Либерия (Liberia) [строка ввода пользователя, изображение_50383c.jpg]. Крупнейший международный открытый регистр из белого списка комплаенса",Multi Purpose Offshore Vessel (Многоцелевое судно обеспечения офшорных платформ),At Anchor / На якорной стоянке,MID,"Rotterdam, Netherlands (NL RTM)","Shanghai, China (CN SHA)",PACIFIC 9714,636025427,"14 октября 2026 г., 16:30 UTC","флаг: Либерия (Liberia) [строка ввода пользователя, изображение_50383c.jpg]. Крупнейший международный открытый регистр из белого списка комплаенса · At Anchor · возраст: 8 лет",0.0
2026-09-09,9789312,28532.0,25248.0,180.0,28.0,7.3,0.0,8.0,2018,Мальта,"Газовоз (LPG Tanker, полностью рефрижераторный)",At anchor,LOW,"Yanbu, Saudi Arabia (SA YNB)",FOR ORDER,ENRICO FERMI,249582000,"25 сентября 2026 г., 12:30 UTC",Газовоз · флаг: Мальта · Underway using Engine · возраст: 8 лет,0.418
2026-09-09,9659115,28521.0,25143.0,174.06,30.0,8.1,10.7,12.0,2014,Сингапур,Газовоз / Танкер для перевозки СУГ (LPG / MGC Tanker - Fully Refrigerated),Under way using engine,LOW,"Marcus Hook, USA (US MHK)",ESCAS,SEVERIN SCHULTE,563232200,19 августа 2026 г,"Газовоз / Танкер для перевозки СУГ · флаг: Сингапур · следует в: Суэцкий канал, Египет / Suez Canal, Egypt · Underway using Engine · возраст: 12 лет",0.656
2026-09-09,9763033,28447.0,25079.0,179.87,28.4,9.8,9.5,9.0,2017,Мальта (Malta) — европейский реестр (EU Flag / White List). Технические характеристики,Танкер-газовоз LPG (Fully Refrigerated LPG / Ammonia / VCM Carrier),Underway using Engine / В пути,LOW,"Chiba, Japan (JP CHB)","Nhava Sheva, India (",SEASURFERI MO номер: 9763033,248128000,"15 сентября 2026 г., 23:30 UTC","Танкер-газовоз LPG · флаг: Мальта (Malta) — европейский реестр (EU Flag / White List). Технические характеристики · следует в: Nhava Sheva, India ( · Underway using Engine · возраст: 9 лет",0.0
2026-09-09,9903073,28379.0,25538.0,180.0,28.4,8.6,13.9,5.0,2021,Сингапур,Газовоз / Танкер для перевозки сжиженного нефтяного газа (LPG Tanker / MGC — Fully Refrigerated),Under way using engine,LOW,"Буэнос-Айрес, Аргентина (Buenos Aires, Argentina)","Дакар, Сенегал / Dakar, Senegal",SIFNOS LADY,563137100,20 августа 2026 г,"Газовоз / Танкер для перевозки сжиженного нефтяного газа · флаг: Сингапур · маршрут: Буэнос-Айрес, Аргентина (Buenos Aires, Argentina) → Дакар, Сенегал / Dakar, Senegal · Scrapped · возраст: 5 лет",0.647
2026-09-09,9711846,28372.0,25144.0,179.85,28.4,8.3,14.0,10.0,2016,Сингапур,Газовоз (LPG Tanker / Fully refrigerated),Underway using Engine / В пути,LOW,"Yeosu, South Korea (KR YOS)","Zhangpu, China (CN ZAP)",EAGLE FORD LADY,564067593,"8 октября 2026 г., 12:45 UTC",Газовоз · флаг: Сингапур · Underway using Engine · возраст: 10 лет,0.0
